                Name	              Artist	               Album	               Genre	      Time
 Die, Die My Darling	             Misfits	               Plan9	               Other	      3:09
 Teenagers From Mars	             Misfits	          Static Age	            Rock/Pop	      2:50
           Selfabuse	           Moonspell	The Butterfly Effect	         Gothic Rock	      4:16
           Angelizer	           Moonspell	The Butterfly Effect	         Gothic Rock	      4:30
         Blood Drive	     Municipal Waste	  Hazardous Mutation	               Metal	      1:13
       Nailed Casket	     Municipal Waste	  Hazardous Mutation	               Metal	      1:36
      Abusement Park	     Municipal Waste	  Hazardous Mutation	               Metal	      0:59
  A Swarm of Plagues	             Naglfar	              Pariah	   Black/Death Metal	      4:47
      Our Revolution	               Nasum	      Grind | Finale	           Grindcore	      0:50
Forever (Nero Remix)	                Nero	          NERO mixes	                    	      5:19
            This Way	                Nero	          Requiem EP	             Dubstep	      6:22
  Macabre Apparition	           Nightrage	     Sweet Vengeance	       General Metal	      3:31
         In My Heart	           Nightrage	     Sweet Vengeance	       General Metal	      3:19
Scentless apprentice	             Nirvana	            In utero	                    	      3:47
                Dumb	             Nirvana	            In utero	                    	      2:31
              Downer	             Nirvana	         Incesticide	                    	      1:43
     Come As You Are	             Nirvana	           Nevermind	              Grunge	      3:39
               Polly	             Nirvana	           Nevermind	              Grunge	      2:57
          On A Plain	             Nirvana	           Nevermind	              Grunge	      3:16
    Heart-Shaped Box	             nirvana	       The Very Best	              Grunge	      4:41
       All Apologies	             nirvana	       The Very Best	              Grunge	      3:52
        Big Long Now	             nirvana	       The Very Best	              Grunge	      1:54
           Stay Away	             nirvana	       The Very Best	              Grunge	      3:33
           Swap Meet	             Nirvana	       1989 - Bleach	                Rock	      3:02
          Big Cheese	             Nirvana	       1989 - Bleach	                Rock	      3:41
       AudioTrack 21	           no artist	            no title	             Unknown	      4:38
               Chasm	             Norther	     Death Unlimited	               Metal	      4:16
             Beneath	             Norther	     Death Unlimited	               Metal	      2:23
               Basix	         Nosson Zand	          The Return	                    	      3:44
         High Octane	         Nosson Zand	          The Return	                    	      3:34
      Not the Strong	      Novembers Doom	 To Welcome the Fade	   Black/Death Metal	      5:00
       Lost in a Day	      Novembers Doom	 To Welcome the Fade	   Black/Death Metal	      5:31
     The Spirit Seed	      Novembers Doom	 To Welcome the Fade	   Black/Death Metal	      7:13
           Earthworm	                ohGr	                Welt	         Alternative	      3:21
          Windowpane	               Opeth	           Damnation	               Metal	      7:45
  In My Time Of Need	               Opeth	           Damnation	               Metal	      5:49
  To Rid The Disease	               Opeth	           Damnation	               Metal	      6:21
Master's Apprentices	               Opeth	         Deliverance	               Metal	     10:32
        Elysian Woes	               Opeth	      Pale Communion	               Metal	      4:48
              Burden	               Opeth	           Watershed	               Metal	      7:41
          All Is One	       Orphaned Land	          All Is One	               Metal	      4:30
      02 - Gods Dice	           Pearl Jam	            Binaural	                 Pop	      2:26
             4-20-02	           Pearl Jam	           Lost Dogs	               Other	      3:52
               Lukin	           Pearl Jam	             No Code	         Alternative	      1:02
  Nero Electron Loop	   Personal DJ Loops	   Personal DJ Loops	                    	     10:32
        Take It Back	          Pink Floyd	   The Division Bell	         Psychedelic	      6:12
          High Hopes	          Pink Floyd	   The Division Bell	         Psychedelic	      8:33
  The Post War Dream	          Pink Floyd	       The Final Cut	         Psychedelic	      3:00
 Your Possible Pasts	          Pink Floyd	       The Final Cut	         Psychedelic	      4:26
      One of the Few	          Pink Floyd	       The Final Cut	         Psychedelic	      1:11
       The Final Cut	          Pink Floyd	       The Final Cut	         Psychedelic	      4:45
        Keep Talking	          Pink Floyd	    P.U.L.S.E (CD 1)	         Psychedelic	      6:53
          High Hopes	          Pink Floyd	    P.U.L.S.E (CD 1)	         Psychedelic	      7:52
 Any Colour You Like	          Pink Floyd	    P.U.L.S.E (CD 2)	         Psychedelic	      3:21
    One Of The Turns	          Pink Floyd	      The Wall (CD1)	         Psychedelic	      3:36
 Goodbye Cruel World	          Pink Floyd	      The Wall (CD1)	         Psychedelic	      1:14
                Stop	          Pink Floyd	      The Wall (CD2)	         Psychedelic	      0:30
Heart Beat, Pig Meat	          Pink Floyd	     Zabriskie Point	         Psychadelic	      3:12
        Unknown Song	          Pink Floyd	     Zabriskie Point	         Psychadelic	      6:03
           Laichzeit	           Rammstein	           Herzeleid	          Industrial	      4:22
    Mein Herz Brennt	           Rammstein	              Mutter	          Industrial	      4:39
         Fever Frei!	           Rammstein	              Mutter	          Industrial	      3:11
               Nedel	           Rammstein	              Mutter	          Industrial	      4:54
           Mein Teil	           Rammstein	        Reise, Reise	 Hardcore Industrial	      4:32
       Bestrafe Mich	           Rammstein	           Sehnsucht	               Opera	      3:38
       Spiel Mit Mir	           Rammstein	           Sehnsucht	               Opera	      4:46
          [Untitled]	 Richard David James	  Melodies From Mars	                    	      4:02
  Call Of The Zombie	          Rob Zombie	    Hellbilly Deluxe	   Alternative Metal	      0:30
      Spookshow Baby	          Rob Zombie	    Hellbilly Deluxe	   Alternative Metal	      3:38
   Scum Of The Earth	          Rob Zombie	   The Sinister Urge	               Metal	      2:55
       Night Witches	             Sabaton	              Heroes	               Metal	      3:01
     But Not Tonight	       Scott Weiland	        12 Bar Blues	                Rock	      4:55
      Desperation #5	       Scott Weiland	        12 Bar Blues	                Rock	      4:02
     Where's The Man	       Scott Weiland	        12 Bar Blues	                Rock	      5:12
             Divider	       Scott Weiland	        12 Bar Blues	                Rock	      4:23
                 Son	       Scott Weiland	        12 Bar Blues	                Rock	      5:03
The War Ain´t Over!	           Sentenced	        Buried Alive	               Metal	      4:23
  Brief is the Light	           Sentenced	        Buried Alive	               Metal	      4:50
     Home In Despair	           Sentenced	             Crimson	             Revival	      3:48
    Dead Moon Rising	           Sentenced	             Crimson	             Revival	      4:53
  Brief Is The Light	           Sentenced	       Live In Paris	               Metal	      4:32
               Grasp	           Sevendust	                Home	  Alternative & Punk	      4:21
           Lacerated	           Shinedown	     Leave A Whisper	           Alt. Rock	      3:58
          Untitled 8	          Sigur Rós	                 ( )	  Alternative & Punk	     11:45
                Haze	        Skinny Puppy	           Mythmaker	         Alternative	      5:28
                Ugli	        Skinny Puppy	           Mythmaker	         Alternative	      6:33
             Solvent	        Skinny Puppy	           Remission	    Industrial Dance	      4:38
           Glass Out	        Skinny Puppy	           Remission	    Industrial Dance	      3:25
